Name,Slug,Collection ID,Item ID,Created On,Updated On,Published On,Type
Loophole,loophole,63ac68190f44f700e16ae0f8,63e5066a473aa93172558da3,2023-02-09 14:42:50,2023-02-09 14:42:50,2023-02-09 14:42:50,Bar/Restaurant/Small venue
M-Bia,m-bia,63ac68190f44f700e16ae0f8,63bd994c5f671eaeb0637722,2023-01-10 16:58:52,2023-03-30 15:50:51,2023-03-30 15:50:51,Large club/venue
Madame Claude,madame-claude,63ac68190f44f700e16ae0f8,640a1b08dd7e1002c215bada,2023-03-09 17:44:40,2023-03-09 17:44:40,2023-03-09 17:44:40,Bar/Restaurant/Small venue
MaHalla,mahalla,63ac68190f44f700e16ae0f8,641deed32eb1405afe9d186b,2023-03-24 18:41:23,2023-03-24 18:41:23,2023-03-24 18:41:23,Large club/venue
Mainoeuvre,mainoeuvre,63ac68190f44f700e16ae0f8,63db9638c8f824257cab76ef,2023-02-02 10:53:44,2023-02-02 10:53:44,2023-02-02 10:53:44,Bar/Restaurant/Small venue
Marie Antoinette,marie-antoinette,63ac68190f44f700e16ae0f8,63c46d4294eb396d95026c70,2023-01-15 21:16:50,2023-03-30 15:57:40,2023-03-30 15:57:40,Mid-size club/venue
Marktlokal Klub,marktlokal-klub,63ac68190f44f700e16ae0f8,63ef6e4048edeabb13cb079e,2023-02-17 12:08:32,2023-02-17 12:08:32,2023-02-17 12:08:32,Bar/Restaurant/Small venue
Marla Records,marla-records,63ac68190f44f700e16ae0f8,641dd53d4a0283769531710b,2023-03-24 16:52:13,2023-03-24 16:52:13,2023-03-24 16:52:13,Bar/Restaurant/Small venue
Marrakesch Lounge & Bar,marrakesch-lounge-bar,63ac68190f44f700e16ae0f8,6409ad56e77edc73c84ea5b7,2023-03-09 09:56:38,2023-03-09 09:56:38,2023-03-09 09:56:38,Bar/Restaurant/Small venue
Matrix Club,matrix-club,63ac68190f44f700e16ae0f8,6409adaa142ec4515aa2d0c1,2023-03-09 09:58:02,2023-03-09 09:58:02,2023-03-09 09:58:02,Large club/venue
Mauersegler,mauersegler,63ac68190f44f700e16ae0f8,6410bbb66f20052401af3586,2023-03-14 18:23:50,2023-03-14 18:23:56,2023-03-14 18:24:02,Bar/Restaurant/Small venue
Max-Schmeling-Halle,max-schmeling-halle,63ac68190f44f700e16ae0f8,6410b6dac7c9277e0c1fa770,2023-03-14 18:03:06,2023-03-14 18:03:06,2023-03-14 18:03:06,Large club/venue
Maxxim,maxxim,63ac68190f44f700e16ae0f8,6409a58573289e89dbe9fa3e,2023-03-09 09:23:17,2023-03-09 09:23:17,2023-03-09 09:23:17,Large club/venue
Mehringhoftheater,mehringhof,63ac68190f44f700e16ae0f8,63fa4c76c1a5d797169f7a62,2023-02-25 17:59:18,2023-02-25 17:59:43,2023-02-25 17:59:43,Large club/venue
Mensch Meier,mensch-meier,63ac68190f44f700e16ae0f8,63c19901f898893703a5fb9c,2023-01-13 17:46:41,2023-03-30 15:56:39,2023-03-30 15:56:39,Large club/venue
Mercedes-Benz Arena,mercedes-benz-arena,63ac68190f44f700e16ae0f8,64075b6d68a31ca634c21c9c,2023-03-07 15:42:37,2023-03-07 15:42:37,2023-03-07 16:16:49,Large club/venue
Mercedes-Benz Arena,mercedes-benz-arena-2,63ac68190f44f700e16ae0f8,6408027f5b9928459e8b7ca1,2023-03-08 03:35:27,2023-03-08 10:56:41,2023-03-08 15:34:06,Large club/venue
Metropol,metropol,63ac68190f44f700e16ae0f8,64030e6a6fa9705d7626c09a,2023-03-04 09:24:58,2023-03-04 09:24:58,2023-03-04 09:24:58,Large club/venue
Milchbar,milchbar,63ac68190f44f700e16ae0f8,6410b6586f20054a92aee967,2023-03-14 18:00:56,2023-03-14 18:00:56,2023-03-14 18:00:56,Bar/Restaurant/Small venue
Minimal Bar,minimal-bar,63ac68190f44f700e16ae0f8,63c473983b2b765b89b34605,2023-01-15 21:43:52,2023-01-15 21:43:52,2023-01-15 22:16:59,Bar/Restaurant/Small venue
Möbel Olfe,mobel-olfe,63ac68190f44f700e16ae0f8,63f8f59cf8f7844d7e94ebe1,2023-02-24 17:36:27,2023-02-24 17:36:27,2023-02-24 17:36:27,Bar/Restaurant/Small venue
Mokka Mitte Bar,mokka-mitte-bar,63ac68190f44f700e16ae0f8,6462320612bf67f1593db0b6,2023-05-15 13:22:13,2023-05-15 13:22:13,2023-05-15 13:22:13,Bar/Restaurant/Small venue
Monarch,monarch,63ac68190f44f700e16ae0f8,63c473ded3f6697f366e659c,2023-01-15 21:45:02,2023-01-15 21:45:02,2023-01-15 22:16:59,Bar/Restaurant/Small venue
MONOM,monom,63ac68190f44f700e16ae0f8,63d673df5236777d912ee83e,2023-01-29 13:25:51,2023-01-29 13:25:51,2023-01-29 13:25:51,Large club/venue
Monster Ronson's Ichiban Karaoke,monster-ronsons-ichiban-karaoke,63ac68190f44f700e16ae0f8,63fa47ff478a9647da69b6ec,2023-02-25 17:40:15,2023-02-25 17:40:15,2023-02-25 17:40:15,Bar/Restaurant/Small venue
MOOS Hall,moos-hall,63ac68190f44f700e16ae0f8,6410ae9d938c10eb9b32f9d0,2023-03-14 17:27:57,2023-03-14 17:27:57,2023-03-14 17:27:57,Large club/venue
Morphine Raum,morphine-raum,63ac68190f44f700e16ae0f8,63c6b507d350717fddcc87c2,2023-01-17 14:47:35,2023-01-17 14:47:35,2023-01-17 14:47:35,Bar/Restaurant/Small venue
MUENZE,muenze,63ac68190f44f700e16ae0f8,646d905b56aa73aece406334,2023-05-24 04:19:39,2023-05-24 04:19:39,2023-05-25 14:17:23,Mid-size club/venue
Mutschmann's,mutschmanns,63ac68190f44f700e16ae0f8,63cfc48899c76270e4241460,2023-01-24 11:44:08,2023-01-24 11:44:08,2023-01-24 11:44:08,Bar/Restaurant/Small venue
Nachtleben,nachtleben,63ac68190f44f700e16ae0f8,6424228c082082f1f227b715,2023-03-29 11:35:40,2023-03-29 11:35:40,2023-03-29 11:35:40,Bar/Restaurant/Small venue
Nachtvogel,nachtvogel,63ac68190f44f700e16ae0f8,63c47cbfd3e27e1d10aaa596,2023-01-15 22:22:55,2023-01-15 22:23:43,2023-01-15 22:37:23,Bar/Restaurant/Small venue
Napoleon Komplex,napoleon-komplex,63ac68190f44f700e16ae0f8,645f78e4fa7032164bfedf4a,2023-05-13 11:47:48,2023-05-13 11:47:48,2023-05-13 11:47:48,Large club/venue
Neue Berta,neue-berta,63ac68190f44f700e16ae0f8,63f7adfbc57901425f3c27e7,2023-02-23 18:18:35,2023-02-23 18:18:35,2023-02-23 18:18:35,Bar/Restaurant/Small venue
New West Club,new-west-club,63ac68190f44f700e16ae0f8,63cfe014057de37e24a6d281,2023-01-24 13:41:40,2023-01-24 13:41:40,2023-01-24 13:41:40,Large club/venue
Nhow Hotel,nhow-hotel,63ac68190f44f700e16ae0f8,63ef6d7ca67520721230d0d1,2023-02-17 12:05:16,2023-02-17 12:05:16,2023-02-17 12:05:16,Bar/Restaurant/Small venue
Nordkomplex,nordkomplex,63ac68190f44f700e16ae0f8,64245c903e550ecf46120d5c,2023-03-29 15:43:12,2023-03-29 15:43:12,2023-03-29 15:43:12,Large club/venue
OHM,ohm,63ac68190f44f700e16ae0f8,63bef925deff09d8bb9a98fd,2023-01-11 18:00:05,2023-03-30 15:51:23,2023-03-30 15:51:23,Large club/venue
Old CCCP,old-cccp,63ac68190f44f700e16ae0f8,63cfce594f87771bed8eb178,2023-01-24 12:26:01,2023-01-24 12:26:01,2023-01-24 12:26:01,Bar/Restaurant/Small venue
Orville’s Berlin,orvilles-berlin,63ac68190f44f700e16ae0f8,643ab2bd4cc08263168499de,2023-04-15 14:20:45,2023-04-15 14:20:45,2023-04-15 14:20:45,Bar/Restaurant/Small venue
ORWOhaus,orwohaus,63ac68190f44f700e16ae0f8,63c6c094a5cef353bb209b3a,2023-01-17 15:36:52,2023-01-17 15:37:47,2023-01-17 15:37:47,Large club/venue
OXI,oxi,63ac68190f44f700e16ae0f8,63c023448e38eb1ef446b0f6,2023-01-12 15:12:04,2023-03-30 15:55:45,2023-03-30 15:55:45,Mid-size club/venue
P61,p61,63ac68190f44f700e16ae0f8,647f526ecf9435edd7250725,2023-06-06 15:36:14,2023-06-06 15:36:14,2023-06-06 15:36:14,Mid-size club/venue
Palabra Bar,palabra-bar,63ac68190f44f700e16ae0f8,63ef6dd0ec655ee4fe0ec935,2023-02-17 12:06:40,2023-02-17 12:06:40,2023-02-17 12:06:40,Bar/Restaurant/Small venue
Paloma,paloma,63ac68190f44f700e16ae0f8,63c4742a59c35aa4413e90a4,2023-01-15 21:46:18,2023-01-15 21:46:18,2023-01-15 22:16:59,Bar/Restaurant/Small venue
Panke,panke,63ac68190f44f700e16ae0f8,63c472f66a0062cd602f37fe,2023-01-15 21:41:10,2023-01-15 21:41:10,2023-01-15 22:16:59,Large club/venue
Passionskirche,passionskirche,63ac68190f44f700e16ae0f8,640a14aab0f7d8f9c1b8533f,2023-03-09 17:17:30,2023-03-09 17:17:30,2023-03-09 17:17:30,Large club/venue
Pfefferberg Theater,pfefferberg-theater,63ac68190f44f700e16ae0f8,647f54185b177315d92a8bd3,2023-06-06 15:43:20,2023-06-06 15:43:20,2023-06-06 15:43:20,Mid-size club/venue
Philharmonie Berlin,philharmonie-berlin,63ac68190f44f700e16ae0f8,63db9beead1783f1f46a5328,2023-02-02 11:18:06,2023-02-02 11:18:06,2023-02-02 11:18:06,Large club/venue
Prachtwerk,prachtwerk,63ac68190f44f700e16ae0f8,63f7a54fd6198a7cf809f946,2023-02-23 17:41:35,2023-02-23 17:41:35,2023-02-23 17:41:35,Bar/Restaurant/Small venue
Prince Charles,prince-charles,63ac68190f44f700e16ae0f8,644e8aec001498396ba5f4a0,2023-04-30 15:36:12,2023-04-30 15:36:12,2023-04-30 15:36:12,Mid-size club/venue
Privatclub,privatclub,63ac68190f44f700e16ae0f8,63c6daef19164c1f81824dfe,2023-01-17 17:29:19,2023-01-17 17:29:19,2023-01-17 17:29:19,Large club/venue
Promenaden Eck,promenaden-eck,63ac68190f44f700e16ae0f8,63c47eead4a4c3c6893c0698,2023-01-15 22:32:10,2023-01-15 22:32:10,2023-01-15 22:37:23,Bar/Restaurant/Small venue
Provocateur,provocateur,63ac68190f44f700e16ae0f8,63db9afa4513d770b6938061,2023-02-02 11:14:02,2023-02-02 11:14:02,2023-02-02 11:14:02,Large club/venue
Quasimodo,quasimodo,63ac68190f44f700e16ae0f8,63f8f19a97febd6da5a7228c,2023-02-24 17:19:22,2023-02-24 17:19:22,2023-02-24 17:19:22,Bar/Restaurant/Small venue
Radialsystem,radialsystem,63ac68190f44f700e16ae0f8,63db7f95e8041720ca59c6ae,2023-02-02 09:17:09,2023-02-02 09:17:09,2023-02-02 09:17:09,Large club/venue
Re:mise/ Köpenicker Strasse 18,re-mise,63ac68190f44f700e16ae0f8,63c02768f126221fdb3b8292,2023-01-12 15:29:44,2023-10-03 09:05:54,2023-10-03 09:05:54,Mid-size club/venue
Refuge Worldwide,refuge-worldwide,63ac68190f44f700e16ae0f8,63dbb245a1496d67ba85c488,2023-02-02 12:53:25,2023-02-02 12:53:25,2023-02-02 12:53:25,Bar/Restaurant/Small venue
Renate,renate,63ac68190f44f700e16ae0f8,63bb41d54335dae5b6b5b4f7,2023-01-08 22:21:09,2023-03-30 15:50:33,2023-03-30 15:50:33,Large club/venue
Repeat,repeat,63ac68190f44f700e16ae0f8,63bf4f24c4b6a187b4fad792,2023-01-12 00:07:00,2023-03-30 15:55:26,2023-03-30 15:55:26,Bar/Restaurant/Small venue
Reset Club,reset-club,63ac68190f44f700e16ae0f8,64005f954b75fb1a4a586c3e,2023-03-02 08:34:29,2023-03-02 08:34:29,2023-03-02 08:34:29,Large club/venue
Ritter Butzke,ritter-butzke,63ac68190f44f700e16ae0f8,63c0954b5e580a1021f90076,2023-01-12 23:18:35,2023-03-30 15:57:17,2023-03-30 15:57:17,Large club/venue
Roderich,roderich,63ac68190f44f700e16ae0f8,6424221045150c636afbb70a,2023-03-29 11:33:36,2023-03-31 11:55:57,2023-03-31 11:55:57,Mid-size club/venue
Roter Salon,roter-salon,63ac68190f44f700e16ae0f8,63cfdee07d98f0471128718d,2023-01-24 13:36:32,2023-01-24 13:36:32,2023-01-24 13:36:32,Bar/Restaurant/Small venue
RSO,rso,63ac68190f44f700e16ae0f8,63bd9995bfbced218c6585fa,2023-01-10 17:00:05,2023-03-30 15:51:06,2023-03-30 15:51:06,Large club/venue
Säälchen,saalchen,63ac68190f44f700e16ae0f8,6410ae0a19502b39731b8299,2023-03-14 17:25:30,2023-03-14 17:25:30,2023-03-14 17:25:30,Large club/venue
Sage Beach,sage-beach,63ac68190f44f700e16ae0f8,6436f7c601121b52362cd8b4,2023-04-12 18:26:14,2023-04-12 18:26:14,2023-04-12 18:26:14,Mid-size club/venue
Sameheads,sameheads,63ac68190f44f700e16ae0f8,63bef0a6dc3f513a79aca2a1,2023-01-11 17:23:50,2023-01-15 21:38:00,2023-01-15 22:16:59,Bar/Restaurant/Small venue
Scala Kulturpalast,scala-kulturpalast,63ac68190f44f700e16ae0f8,63f8f3cbd952640df23eff7d,2023-02-24 17:28:43,2023-02-24 17:28:43,2023-02-24 17:28:43,Large club/venue
Schokoladen,schokoladen,63ac68190f44f700e16ae0f8,6400606610a9c926be722f74,2023-03-02 08:37:58,2023-03-02 08:37:58,2023-03-02 08:37:58,Large club/venue
SchwuZ,schwuz,63ac68190f44f700e16ae0f8,63d66f070f220413399cf607,2023-01-29 13:05:11,2023-01-29 13:05:11,2023-01-29 13:05:11,Large club/venue
Selina Berlin Mitte,selina-berlin-mitte,63ac68190f44f700e16ae0f8,642ef7d633cd3125e9f64daf,2023-04-06 16:48:22,2023-04-06 16:48:22,2023-04-06 16:48:22,Bar/Restaurant/Small venue
SEZ Klub,sez-klub,63ac68190f44f700e16ae0f8,63c46c0959c35aa45b3de321,2023-01-15 21:11:37,2023-04-06 15:06:06,2023-04-06 15:06:06,Mid-size club/venue
Silent Green,silent-green,63ac68190f44f700e16ae0f8,640061edc782ee19d133d9ff,2023-03-02 08:44:29,2023-03-02 08:44:29,2023-03-02 08:44:29,Large club/venue
Sisyphos,sisyphos,63ac68190f44f700e16ae0f8,640a356bb5f1304a675af385,2023-03-09 19:37:15,2023-09-29 22:15:23,2023-09-29 22:15:23,Large club/venue
So36,so36,63ac68190f44f700e16ae0f8,63e501d97d0ddca8bf4526b7,2023-02-09 14:23:21,2023-02-09 14:23:21,2023-02-09 14:23:21,Large club/venue
Soda Club,soda-club,63ac68190f44f700e16ae0f8,63c47f23ab4c868181c27354,2023-01-15 22:33:07,2023-01-15 22:33:07,2023-01-15 22:37:23,Large club/venue
Soho House,soho-house,63ac68190f44f700e16ae0f8,6409a5e6c23cc9102b29cbf1,2023-03-09 09:24:54,2023-03-09 09:24:54,2023-03-09 09:24:54,Large club/venue
Solar,solar,63ac68190f44f700e16ae0f8,63c47e0d0d5e92ad6ffc7d3c,2023-01-15 22:28:29,2023-01-15 22:28:29,2023-01-15 22:37:23,Bar/Restaurant/Small venue
Sound Metaphors,sound-metaphors,63ac68190f44f700e16ae0f8,63db9d388fe06a5a40bdad95,2023-02-02 11:23:36,2023-02-02 11:23:36,2023-02-02 11:23:36,Bar/Restaurant/Small venue
Speakeazy Stage & Studio,speakeazy-stage-studio,63ac68190f44f700e16ae0f8,63f7a2eb46b946fbf67b6ee8,2023-02-23 17:31:23,2023-02-23 17:31:23,2023-02-23 17:31:23,Bar/Restaurant/Small venue
Spirale Abenteuerspielplatz,spirale-abenteuerspielplatz,63ac68190f44f700e16ae0f8,641def82d54d68e7a4ec1a50,2023-03-24 18:44:18,2023-03-24 18:44:18,2023-03-24 18:44:18,Large club/venue
Stil Vor Talent Store,stil-vor-talent-store,63ac68190f44f700e16ae0f8,63cfdf56f3b87b6dd16c4b93,2023-01-24 13:38:30,2023-01-24 13:38:30,2023-01-24 13:38:30,Bar/Restaurant/Small venue
Strandbad Grünau,strandbad-grunau,63ac68190f44f700e16ae0f8,6479e2b632ab202879d4a1a6,2023-06-02 12:38:14,2023-06-02 12:38:14,2023-06-02 12:38:14,Large club/venue
Strandbad Plötzensee,strandbad-plotzensee,63ac68190f44f700e16ae0f8,6409a93503aed749903e0341,2023-03-09 09:39:01,2023-03-09 09:39:01,2023-03-09 09:39:01,Large club/venue
Studio 14,studio-14,63ac68190f44f700e16ae0f8,640a0f4d8f364d2f7bb99733,2023-03-09 16:54:37,2023-03-09 16:54:37,2023-03-09 16:54:37,Large club/venue
Suicide Club,suicide-club,63ac68190f44f700e16ae0f8,63c0385047c69d234f9ad0b8,2023-01-12 16:41:52,2023-03-30 15:56:24,2023-03-30 15:56:24,Large club/venue
Supamolly,supamolly,63ac68190f44f700e16ae0f8,63dbb34ecc805871bc19fa64,2023-02-02 12:57:50,2023-02-02 12:58:27,2023-02-02 12:58:27,Bar/Restaurant/Small venue
Surprise Club,surprise-club,63ac68190f44f700e16ae0f8,6462341c77ac3ac5b099a18c,2023-05-15 13:31:08,2023-05-15 13:31:08,2023-05-15 13:31:08,Mid-size club/venue
Süss War Gestern,suss-war-gestern,63ac68190f44f700e16ae0f8,63c47bb78ec264290c554da5,2023-01-15 22:18:31,2023-01-15 22:23:51,2023-01-15 22:37:23,Bar/Restaurant/Small venue
Tausend,tausend,63ac68190f44f700e16ae0f8,63c4776cab4c86ff93bae316,2023-01-15 22:00:12,2023-01-15 22:00:12,2023-01-15 22:16:59,Bar/Restaurant/Small venue
TBA,tba-secret,63ac68190f44f700e16ae0f8,63cfdc43999a1edd9317f92d,2023-01-24 13:25:23,2023-01-24 13:45:05,2023-01-24 13:45:05,Bar/Restaurant/Small venue
TBA - Secret Location,tba-secret-location,63ac68190f44f700e16ae0f8,642cbf9dab70ee3f95f60a13,2023-04-05 00:23:57,2023-04-05 00:23:57,2023-04-05 00:23:57,Mid-size club/venue
Tempodrom,tempodrom,63ac68190f44f700e16ae0f8,63ef6ee3a9bd7ddb6425b242,2023-02-17 12:11:15,2023-02-17 12:11:15,2023-02-17 12:11:15,Large club/venue
Tennis Bar,tennis-bar,63ac68190f44f700e16ae0f8,63dba77808b4be2ccad32733,2023-02-02 12:07:20,2023-02-02 12:07:20,2023-02-02 12:07:20,Bar/Restaurant/Small venue
The Hat Bar Berlin,the-hat-bar-berlin,63ac68190f44f700e16ae0f8,6410b0398f2578800a4973fd,2023-03-14 17:34:49,2023-03-14 17:34:49,2023-03-14 17:34:49,Bar/Restaurant/Small venue
The Pearl,the-pearl,63ac68190f44f700e16ae0f8,6409aa448f17ec690089caa4,2023-03-09 09:43:32,2023-03-09 09:43:32,2023-03-09 09:43:32,Large club/venue
TIPI AM KANZLERAMT,tipi-am-kanzleramt,63ac68190f44f700e16ae0f8,640a12b4fced1ac3bf1e88a4,2023-03-09 17:09:08,2023-03-09 17:14:53,2023-03-09 17:14:53,Large club/venue
Trauma Bar und Kino,trauma-bar-und-kino,63ac68190f44f700e16ae0f8,63c480e694eb39aa9903f7fe,2023-01-15 22:40:38,2023-01-15 22:40:38,2023-01-15 23:07:46,Bar/Restaurant/Small venue
Tresor,tresor,63ac68190f44f700e16ae0f8,63bf0bf591bb3e6fd752baba,2023-01-11 19:20:21,2023-03-30 15:53:27,2023-03-30 15:54:32,Large club/venue
ufaFabrik,ufafabrik,63ac68190f44f700e16ae0f8,640a1a95587af62fae0f6dfb,2023-03-09 17:42:45,2023-03-09 17:42:45,2023-03-09 17:42:45,Large club/venue
Untertage,untertage,63ac68190f44f700e16ae0f8,63d66e1f874a878de3d29d76,2023-01-29 13:01:19,2023-01-29 13:01:19,2023-01-29 13:01:19,Large club/venue
Urban Spree,urban-spree,63ac68190f44f700e16ae0f8,63c47af84553f6dd28d8b97e,2023-01-15 22:15:20,2023-01-15 22:15:20,2023-01-15 22:16:59,Bar/Restaurant/Small venue
Velodrom,velodrom,63ac68190f44f700e16ae0f8,63f8f03eaa07611344ae9760,2023-02-24 17:13:34,2023-02-24 17:13:34,2023-02-24 17:13:34,Large club/venue
Velvet Monkeys Club,velvet-monkeys-club,63ac68190f44f700e16ae0f8,63e508b18203b5b8b5a0feea,2023-02-09 14:52:33,2023-02-09 14:52:33,2023-02-09 14:52:33,Bar/Restaurant/Small venue
Verti Music Hall,verti-music-hall,63ac68190f44f700e16ae0f8,63fa486f4e9a8c564d6c8972,2023-02-25 17:42:07,2023-02-25 17:42:07,2023-02-25 17:42:07,Large club/venue
Void Club,void-club,63ac68190f44f700e16ae0f8,63c03b7d6ab06d0036f4847e,2023-01-12 16:55:25,2023-04-06 13:55:35,2023-04-06 13:55:35,Mid-size club/venue
Volksbühne,volksbuhne,63ac68190f44f700e16ae0f8,63c48404d3e27e9e5fab3ee8,2023-01-15 22:53:56,2023-01-15 22:53:56,2023-01-15 23:07:46,Large club/venue
:Vorwien,vorwien,63ac68190f44f700e16ae0f8,63c47dc30a0060bfe9e41813,2023-01-15 22:27:15,2023-01-15 22:27:15,2023-01-15 22:37:23,Bar/Restaurant/Small venue
Watergate,watergate,63ac68190f44f700e16ae0f8,63befecfb81ae05a67cfdc30,2023-01-11 18:24:15,2023-03-30 15:51:38,2023-03-30 15:51:38,Large club/venue
Wendel,wendel,63ac68190f44f700e16ae0f8,63c47d54d3f6691a656f307b,2023-01-15 22:25:24,2023-01-15 22:25:24,2023-01-15 22:37:23,Bar/Restaurant/Small venue
West Germany,west-germany,63ac68190f44f700e16ae0f8,63ef6c82a675205fcf30bac8,2023-02-17 12:01:06,2023-02-17 12:01:06,2023-02-17 12:01:06,Bar/Restaurant/Small venue
Wiener Blut,wiener-blut,63ac68190f44f700e16ae0f8,640a1706a624002134c6c7d1,2023-03-09 17:27:34,2023-03-09 17:27:34,2023-03-09 17:27:34,Bar/Restaurant/Small venue
Wild At Heart,wild-at-heart,63ac68190f44f700e16ae0f8,640a1794ec3dfd05522e5b24,2023-03-09 17:29:56,2023-03-09 17:29:56,2023-03-09 17:29:56,Bar/Restaurant/Small venue
XPERION Berlin,xperion-berlin,63ac68190f44f700e16ae0f8,640a0fdf73a371797deed6a0,2023-03-09 16:57:03,2023-03-09 16:57:03,2023-03-09 16:57:03,Large club/venue
Yaam Berlin,yaam-berlin,63ac68190f44f700e16ae0f8,63c485cf0d5e920085fd0d3a,2023-01-15 23:01:35,2023-01-15 23:01:35,2023-01-15 23:07:46,Large club/venue
Zeiss Grossplanetarium,zeiss-grossplanetarium,63ac68190f44f700e16ae0f8,641df1a09f209760f435544e,2023-03-24 18:53:20,2023-03-24 18:53:20,2023-03-24 18:53:20,Large club/venue
Zenner,zenner,63ac68190f44f700e16ae0f8,63c6bf57d7fe4b5bf3f2ed9d,2023-01-17 15:31:35,2023-01-17 15:31:35,2023-01-17 15:31:35,Large club/venue
Zig Zag Jazz Club Berlin,zig-zag-jazz-club-berlin,63ac68190f44f700e16ae0f8,641dceff2113029fef51e54e,2023-03-24 16:25:35,2023-03-24 16:25:35,2023-03-24 16:25:35,Bar/Restaurant/Small venue
Zu Mir Oder Zu Dir,zu-mir-oder-zu-dir,63ac68190f44f700e16ae0f8,63c477b39f1b4554dac65ed7,2023-01-15 22:01:23,2023-01-15 22:01:23,2023-01-15 22:16:59,Bar/Restaurant/Small venue
Zukunft am Ostkreuz,zukunft-am-ostkreuz,63ac68190f44f700e16ae0f8,642f00a1a60d17ccae99c83d,2023-04-06 17:25:53,2023-04-06 17:25:53,2023-04-06 17:25:53,Bar/Restaurant/Small venue
Zum Böhmischen Dorf,zum-bohmischen-dorf,63ac68190f44f700e16ae0f8,63db94a528204dddb0138676,2023-02-02 10:47:01,2023-02-02 10:47:01,2023-02-02 10:47:01,Bar/Restaurant/Small venue
Zur Klappe,zur-klappe,63ac68190f44f700e16ae0f8,63c486520a00606712e4c394,2023-01-15 23:03:46,2023-01-15 23:03:46,2023-01-15 23:07:46,Bar/Restaurant/Small venue
